case;event;time;Owner First Name;Involved ST Function Div;Involved Org line 3
26;1;29.08.2011-12:04:01;53;8;1
26;0;29.08.2011-12:12:17;55;8;1
26;1;29.08.2011-12:30:11;55;2;1
26;0;29.08.2011-12:36:52;56;2;1
26;1;29.08.2011-12:38:40;56;6;6
26;0;29.08.2011-13:13:58;56;2;1
26;1;29.08.2011-13:15:20;56;7;0
26;0;29.08.2011-13:50:12;52;7;0
26;5;29.08.2011-14:57:34;52;7;0
26;3;02.09.2011-19:42:33;52;7;0
26;0;06.09.2011-13:05:41;57;7;0
26;5;25.11.2011-10:35:19;57;7;0
26;0;03.05.2012-11:42:55;58;7;0
26;2;03.05.2012-11:49:04;58;7;0
26;4;10.05.2012-23:26:10;5;7;0
27;0;31.08.2011-11:10:52;59;2;1
27;0;31.08.2011-11:11:13;59;2;1
27;6;31.08.2011-11:14:00;59;2;1
27;0;31.08.2011-11:14:02;59;2;1
27;1;31.08.2011-11:14:56;59;4;1
27;0;31.08.2011-13:33:56;60;4;1
27;5;31.08.2011-13:34:23;60;4;1
27;1;31.08.2011-14:30:18;60;4;3
27;0;31.08.2011-14:34:14;61;4;3
27;3;31.08.2011-14:35:19;61;4;3
27;0;31.08.2011-15:31:21;62;4;3
27;5;31.08.2011-15:32:07;62;4;3
27;0;09.09.2011-13:44:37;62;4;3
27;1;09.09.2011-13:54:42;62;2;1
27;0;10.09.2011-00:28:43;56;2;1
27;1;10.09.2011-00:29:32;56;2;1
27;0;12.09.2011-09:42:34;63;2;1
27;3;12.09.2011-09:42:42;63;2;1
27;0;12.09.2011-09:49:51;50;2;1
27;5;12.09.2011-09:50:07;50;2;1
27;1;13.09.2011-08:25:04;50;4;3
27;0;13.09.2011-08:29:26;64;4;3
27;3;13.09.2011-09:21:35;64;4;3
27;0;13.09.2011-15:37:04;62;4;3
27;7;13.09.2011-15:37:11;62;4;3
27;0;21.09.2011-10:06:55;62;4;3
27;1;21.09.2011-10:08:24;62;3;1
27;0;21.09.2011-11:01:52;65;3;1
27;5;07.11.2011-11:56:32;65;3;1
27;2;15.05.2012-06:07:31;65;3;1
27;4;22.05.2012-23:22:23;5;3;1
28;0;05.09.2011-13:35:46;39;5;0
28;0;05.09.2011-13:36:01;39;5;0
28;1;05.09.2011-13:43:48;39;6;2
28;0;05.09.2011-14:05:51;19;6;2
28;1;06.09.2011-10:57:51;19;5;0
28;1;06.09.2011-10:57:52;19;5;0
28;0;06.09.2011-11:25:20;39;5;0
28;1;06.09.2011-11:27:10;39;6;2
28;0;16.09.2011-16:01:29;21;6;2
28;6;14.03.2012-15:52:15;21;6;2
28;0;04.05.2012-07:43:33;23;6;2
28;2;04.05.2012-07:46:00;23;6;2
28;4;11.05.2012-23:21:25;5;6;2
29;0;23.09.2011-11:31:56;24;5;1
29;0;23.09.2011-11:32:04;24;5;1
29;1;23.09.2011-11:36:52;24;6;2
29;0;26.09.2011-09:29:57;19;6;2
29;1;27.09.2011-12:39:18;19;5;1
29;0;27.09.2011-12:39:32;24;5;1
29;1;27.09.2011-12:43:00;24;6;4
29;0;15.10.2011-11:20:36;24;6;4
29;7;15.10.2011-11:20:39;24;6;4
29;1;21.10.2011-15:38:43;24;6;2
29;0;28.10.2011-10:01:53;19;6;2
29;1;28.10.2011-10:03:05;19;5;1
29;0;28.10.2011-10:25:19;24;5;1
29;1;28.10.2011-10:27:44;24;6;2
29;0;03.11.2011-12:32:59;21;6;2
29;6;14.03.2012-15:52:37;21;6;2
29;0;04.05.2012-07:46:45;23;6;2
29;2;04.05.2012-07:47:08;23;6;2
29;4;11.05.2012-23:21:25;5;6;2
30;0;28.09.2011-19:45:00;66;2;1
30;0;28.09.2011-19:45:12;66;2;1
30;0;28.09.2011-19:52:49;66;2;1
30;1;28.09.2011-19:53:08;66;9;0
30;0;29.09.2011-08:13:03;67;9;0
30;1;29.09.2011-08:15:32;67;1;0
30;0;03.10.2011-08:47:24;68;1;0
30;2;03.10.2011-08:48:26;68;1;0
30;1;03.10.2011-13:55:46;69;1;0
30;0;27.12.2011-10:05:06;68;1;0
30;1;27.12.2011-10:06:02;68;1;0
30;0;08.05.2012-15:55:54;68;1;0
30;2;08.05.2012-15:56:17;68;1;0
30;4;15.05.2012-23:22:55;5;1;0
31;0;04.10.2011-11:57:50;24;5;1
31;0;04.10.2011-11:57:58;24;5;1
31;1;04.10.2011-12:04:29;24;6;4
31;0;04.10.2011-12:04:31;24;6;4
31;7;04.10.2011-12:04:34;24;6;4
31;0;31.10.2011-17:46:54;40;6;4
31;1;31.10.2011-17:47:42;40;6;4
31;0;07.11.2011-09:34:08;60;6;4
31;1;07.11.2011-09:35:12;60;6;2
31;0;07.11.2011-09:59:32;19;6;2
31;1;07.11.2011-10:29:27;19;5;1
31;1;07.11.2011-10:29:28;19;5;1
31;0;07.11.2011-10:30:01;24;5;1
31;1;07.11.2011-10:33:20;24;6;2
31;0;21.11.2011-13:19:11;21;6;2
31;6;14.03.2012-15:53:35;21;6;2
31;0;04.05.2012-07:47:40;23;6;2
31;2;04.05.2012-07:48:24;23;6;2
31;4;11.05.2012-23:21:24;5;6;2
32;1;06.10.2011-07:37:52;70;6;5
32;1;06.10.2011-07:49:10;70;7;0
32;0;06.10.2011-07:58:53;33;7;0
32;5;10.10.2011-14:39:42;57;7;0
32;0;14.10.2011-08:17:05;33;7;0
32;5;14.10.2011-15:01:58;33;7;0
32;0;03.05.2012-12:31:52;58;7;0
32;2;03.05.2012-12:34:54;58;7;0
32;4;10.05.2012-23:26:08;5;7;0
33;0;07.10.2011-12:03:58;71;5;0
33;0;07.10.2011-12:04:32;71;5;0
33;5;07.10.2011-13:02:01;71;5;0
33;5;10.10.2011-12:48:18;5;5;0
33;0;12.10.2011-08:42:06;71;5;0
33;7;12.10.2011-10:05:35;71;5;0
33;0;07.05.2012-10:23:54;71;5;0
33;9;07.05.2012-10:25:36;71;5;0
34;0;14.10.2011-10:36:56;43;5;1
34;0;14.10.2011-10:38:36;43;5;1
34;1;14.10.2011-10:44:27;43;6;5
34;0;14.10.2011-15:25:47;72;6;5
34;5;19.10.2011-09:03:49;72;6;5
34;0;20.10.2011-12:54:32;72;6;5
34;6;26.10.2011-17:07:08;72;6;5
34;5;20.03.2012-13:40:10;72;6;5
34;0;15.05.2012-09:41:39;70;6;5
34;1;15.05.2012-09:42:51;70;5;1
34;0;15.05.2012-09:47:51;43;5;1
34;2;15.05.2012-09:50:11;43;5;1
34;4;15.05.2012-23:22:54;5;5;1
35;0;24.10.2011-13:43:56;71;5;0
35;0;24.10.2011-13:44:09;71;5;0
35;7;24.10.2011-13:50:38;71;5;0
35;7;27.10.2011-13:45:16;5;5;0
35;0;31.10.2011-09:14:40;71;5;0
35;7;31.10.2011-09:17:37;71;5;0
35;0;05.12.2011-08:01:34;71;5;0
35;7;05.12.2011-08:03:07;71;5;0
35;0;07.05.2012-09:47:18;73;5;0
35;2;07.05.2012-09:47:27;73;5;0
35;4;07.05.2012-09:47:28;73;5;0
36;0;25.10.2011-07:19:37;27;5;0
36;0;25.10.2011-07:26:42;27;5;0
36;1;25.10.2011-07:42:31;27;6;2
36;0;25.10.2011-13:11:16;19;6;2
36;1;25.10.2011-13:12:09;19;5;0
36;1;25.10.2011-13:12:10;19;5;0
36;0;26.10.2011-05:18:43;27;5;0
36;1;26.10.2011-05:21:56;27;6;2
36;0;03.11.2011-14:17:59;21;6;2
36;6;14.03.2012-15:54:01;21;6;2
36;0;04.05.2012-07:49:09;23;6;2
36;2;04.05.2012-07:49:41;23;6;2
36;4;11.05.2012-23:21:23;5;6;2
37;0;28.10.2011-11:31:29;71;5;0
37;0;28.10.2011-11:33:25;71;5;0
37;1;28.10.2011-11:36:39;71;5;0
37;0;28.10.2011-11:40:09;74;5;0
37;1;28.10.2011-12:02:20;74;5;0
37;1;28.10.2011-12:02:21;74;5;0
37;0;28.10.2011-13:22:37;71;5;0
37;7;28.10.2011-13:28:53;71;5;0
37;7;29.10.2011-11:34:49;5;5;0
37;0;31.10.2011-08:48:58;71;5;0
37;7;31.10.2011-08:50:36;71;5;0
37;0;07.05.2012-09:34:49;73;5;0
37;8;07.05.2012-09:36:05;73;5;0
37;2;07.05.2012-09:37:17;73;5;0
37;4;07.05.2012-09:37:19;73;5;0
38;0;03.11.2011-07:52:35;66;6;6
38;0;03.11.2011-07:57:38;66;6;6
38;1;03.11.2011-08:04:38;66;9;0
38;0;03.11.2011-11:51:22;75;9;0
38;3;03.11.2011-11:51:28;75;9;0
38;0;03.05.2012-06:16:49;76;9;0
38;3;03.05.2012-06:16:56;76;9;0
38;0;03.05.2012-07:15:15;77;9;0
38;2;03.05.2012-07:20:50;77;9;0
38;4;10.05.2012-23:26:07;5;9;0
39;0;07.11.2011-07:01:02;78;6;7
39;0;07.11.2011-07:01:20;78;6;7
39;3;07.11.2011-07:07:06;78;6;7
39;0;07.11.2011-11:47:38;79;6;7
39;1;07.11.2011-11:47:58;79;9;0
39;0;07.11.2011-14:35:12;77;9;0
39;3;07.11.2011-14:35:19;77;9;0
39;0;30.11.2011-12:22:51;80;9;0
39;5;12.01.2012-08:36:07;80;9;0
39;2;04.05.2012-14:25:22;80;9;0
39;4;11.05.2012-23:21:22;5;9;0
40;0;07.11.2011-10:15:25;81;5;0
40;0;07.11.2011-10:15:56;81;5;0
40;1;07.11.2011-10:20:25;81;5;0
40;0;07.11.2011-10:30:48;82;5;0
40;1;07.11.2011-10:31:26;82;6;8
40;0;22.11.2011-15:05:19;73;6;8
40;1;22.11.2011-15:05:42;73;5;0
40;0;22.11.2011-15:22:22;83;5;0
40;1;22.11.2011-15:22:46;83;5;0
40;0;23.11.2011-13:27:29;71;5;0
40;5;23.11.2011-14:02:37;71;5;0
40;0;24.11.2011-07:19:24;71;5;0
40;7;24.11.2011-07:23:35;71;5;0
40;7;25.11.2011-15:05:42;5;5;0
40;0;07.05.2012-09:48:19;73;5;0
40;2;07.05.2012-09:48:36;73;5;0
40;4;07.05.2012-23:22:04;5;5;0
41;0;07.11.2011-16:16:16;27;5;0
41;0;07.11.2011-16:16:40;27;5;0
41;1;07.11.2011-16:20:28;27;6;2
41;0;08.11.2011-08:42:15;19;6;2
41;1;08.11.2011-08:48:33;19;6;2
41;1;08.11.2011-08:48:34;19;5;0
41;0;08.11.2011-08:48:59;50;5;0
41;3;08.11.2011-08:49:05;50;5;0
41;0;08.11.2011-09:03:19;27;5;0
41;1;08.11.2011-09:06:35;27;6;2
41;0;18.11.2011-16:25:05;21;6;2
41;7;21.03.2012-08:12:15;21;6;2
41;0;04.05.2012-07:51:40;23;6;2
41;2;04.05.2012-07:52:09;23;6;2
41;4;11.05.2012-23:21:22;5;6;2
42;1;11.11.2011-12:45:04;70;6;5
42;1;11.11.2011-12:49:29;70;7;0
42;0;11.11.2011-13:54:03;52;7;0
42;5;16.11.2011-08:22:17;70;7;0
42;2;02.05.2012-07:52:57;70;7;0
42;4;09.05.2012-23:20:41;5;7;0
43;0;10.11.2011-14:55:46;84;2;1
43;0;10.11.2011-14:56:15;84;2;1
43;1;10.11.2011-14:57:34;84;2;1
43;0;12.11.2011-00:46:26;85;2;1
43;1;12.11.2011-00:46:33;85;2;1
43;0;21.11.2011-08:58:34;86;2;1
43;5;21.11.2011-09:01:33;86;2;1
43;0;21.11.2011-09:33:13;86;2;1
43;1;21.11.2011-11:24:27;86;4;3
43;0;21.11.2011-11:34:27;87;4;3
43;3;21.11.2011-11:34:48;87;4;3
43;0;21.11.2011-11:52:55;88;4;3
43;7;21.11.2011-11:58:49;88;4;3
43;1;21.11.2011-12:42:39;88;2;1
43;0;22.11.2011-14:28:09;89;2;1
43;3;22.11.2011-14:28:17;89;2;1
43;0;22.11.2011-14:35:40;90;2;1
43;1;22.11.2011-14:36:26;90;2;1
43;0;22.11.2011-14:37:46;91;2;1
43;1;22.11.2011-14:39:18;91;2;1
43;0;22.11.2011-14:50:01;89;2;1
43;3;22.11.2011-14:50:05;89;2;1
43;0;24.11.2011-14:07:12;90;2;1
43;1;24.11.2011-14:20:45;90;2;1
43;0;03.05.2012-14:27:55;92;2;1
43;2;03.05.2012-14:28:18;92;2;1
43;4;10.05.2012-23:26:07;5;2;1
44;0;14.11.2011-09:47:32;93;2;1
44;0;14.11.2011-09:49:35;93;2;1
44;1;15.11.2011-02:46:57;93;0;0
44;0;29.11.2011-15:00:39;94;0;0
44;5;29.11.2011-15:04:54;94;0;0
44;2;02.05.2012-20:45:44;94;0;0
44;4;09.05.2012-23:20:41;5;0;0
45;0;17.11.2011-10:39:45;27;5;0
45;0;17.11.2011-10:40:06;27;5;0
45;1;17.11.2011-10:45:24;27;6;2
45;0;17.11.2011-13:25:11;19;6;2
45;1;17.11.2011-13:26:05;19;5;0
45;0;17.11.2011-15:02:59;39;5;0
45;3;17.11.2011-15:03:03;39;5;0
45;0;18.11.2011-06:18:25;27;5;0
45;1;18.11.2011-06:21:01;27;6;2
45;0;18.11.2011-16:24:00;21;6;2
45;6;15.03.2012-12:37:33;21;6;2
45;0;04.05.2012-07:52:31;23;6;2
45;2;04.05.2012-07:53:10;23;6;2
45;4;11.05.2012-23:21:22;5;6;2
46;0;18.11.2011-05:45:58;27;5;0
46;0;18.11.2011-05:46:23;27;5;0
46;1;18.11.2011-06:03:37;27;6;2
46;0;18.11.2011-06:09:13;27;5;0
46;1;18.11.2011-06:10:10;27;6;2
46;0;18.11.2011-09:35:12;19;6;2
46;1;18.11.2011-09:36:13;19;5;0
46;0;18.11.2011-10:19:58;27;5;0
46;0;18.11.2011-10:24:11;27;5;0
46;5;18.11.2011-10:24:14;27;5;0
46;5;21.11.2011-10:24:15;5;5;0
46;0;23.11.2011-10:43:08;27;5;0
46;5;23.11.2011-10:45:41;27;5;0
46;0;23.11.2011-11:56:21;27;5;0
46;1;23.11.2011-11:58:42;27;6;2
46;0;23.11.2011-12:15:30;19;6;2
46;1;23.11.2011-13:35:47;19;5;0
46;0;23.11.2011-15:49:06;50;5;0
46;3;23.11.2011-15:49:12;50;5;0
46;0;24.11.2011-09:42:13;27;5;0
46;1;24.11.2011-09:44:05;27;6;2
46;0;29.11.2011-08:18:27;21;6;2
46;7;06.04.2012-09:25:53;21;6;2
46;0;04.05.2012-07:53:38;23;6;2
46;2;04.05.2012-07:54:15;23;6;2
46;4;11.05.2012-23:21:21;5;6;2
47;1;22.11.2011-08:45:45;95;6;5
47;1;22.11.2011-08:46:38;95;7;0
47;0;22.11.2011-09:48:58;79;7;0
47;5;22.11.2011-12:32:14;79;7;0
47;0;03.05.2012-12:37:23;58;7;0
47;2;03.05.2012-12:38:34;58;7;0
47;4;10.05.2012-23:26:06;5;7;0
48;0;23.11.2011-09:40:38;27;5;0
48;0;23.11.2011-09:42:19;27;5;0
48;1;23.11.2011-09:55:10;27;6;2
48;0;24.11.2011-10:19:12;19;6;2
48;3;24.11.2011-10:19:21;19;6;2
48;0;24.11.2011-16:22:31;22;6;2
48;1;24.11.2011-16:24:46;22;5;0
48;0;24.11.2011-16:53:38;50;5;0
48;3;24.11.2011-16:53:40;50;5;0
48;0;25.11.2011-05:35:23;27;5;0
48;5;25.11.2011-05:38:47;27;5;0
48;0;25.11.2011-08:57:01;27;5;0
48;1;25.11.2011-09:07:21;27;6;2
48;0;25.11.2011-09:08:00;19;6;2
48;3;25.11.2011-09:08:03;19;6;2
48;0;25.11.2011-11:10:10;22;6;2
48;1;25.11.2011-11:13:24;22;5;0
48;0;25.11.2011-12:49:42;27;5;0
48;1;25.11.2011-12:56:06;27;6;2
48;0;06.04.2012-09:26:57;21;6;2
48;7;06.04.2012-09:27:01;21;6;2
48;0;04.05.2012-07:54:50;23;6;2
48;2;04.05.2012-07:55:13;23;6;2
48;4;11.05.2012-23:21:20;5;6;2
49;0;29.11.2011-11:36:35;48;5;1
49;0;29.11.2011-11:39:07;48;5;1
49;1;29.11.2011-12:02:33;48;8;1
49;0;29.11.2011-12:06:42;96;8;1
49;7;29.11.2011-12:47:31;96;8;1
49;2;29.11.2011-12:47:34;96;8;1
49;3;30.11.2011-11:20:18;20;5;1
49;0;30.11.2011-11:20:21;20;5;1
49;1;30.11.2011-11:20:47;20;8;1
49;0;30.11.2011-11:57:49;97;8;1
49;5;30.11.2011-12:50:00;97;8;1
49;1;01.12.2011-11:40:57;97;6;8
49;0;06.12.2011-06:17:23;98;6;8
49;3;06.12.2011-06:17:36;98;6;8
49;0;11.01.2012-09:27:30;99;6;8
49;1;11.01.2012-09:29:12;99;8;1
49;0;11.01.2012-09:50:02;100;8;1
49;5;11.01.2012-09:50:08;100;8;1
49;3;12.01.2012-16:44:13;100;8;1
49;0;13.01.2012-01:57:26;97;8;1
49;5;13.01.2012-01:57:33;97;8;1
49;3;13.01.2012-09:19:29;97;8;1
49;0;13.01.2012-09:28:12;101;8;1
49;5;13.01.2012-09:31:23;101;8;1
49;0;13.01.2012-10:33:33;102;8;1
49;5;13.01.2012-12:46:53;101;8;1
49;3;13.01.2012-16:35:14;101;8;1
49;0;13.01.2012-17:54:44;96;8;1
49;3;13.01.2012-17:59:24;96;8;1
49;0;14.01.2012-08:56:54;101;8;1
49;5;14.01.2012-08:57:01;101;8;1
49;1;18.01.2012-10:44:15;101;10;1
49;0;18.01.2012-10:51:04;103;10;1
49;5;20.01.2012-13:35:28;103;10;1
49;1;23.01.2012-15:32:01;103;6;8
49;0;13.02.2012-14:00:20;104;6;8
49;3;13.02.2012-14:00:28;104;6;8
49;0;01.05.2012-15:28:23;99;6;8
49;2;01.05.2012-15:29:02;99;6;8
49;4;07.05.2012-23:22:02;5;6;8
50;0;01.12.2011-17:32:44;105;2;1
50;0;01.12.2011-17:32:54;105;2;1
50;1;01.12.2011-17:44:45;105;2;1
50;0;02.12.2011-12:56:51;105;2;1
50;7;02.12.2011-12:58:36;105;2;1
50;1;02.12.2011-14:59:30;105;0;0
50;0;05.12.2011-14:28:33;30;0;0
50;5;05.12.2011-14:36:03;30;0;0
50;2;20.03.2012-10:52:11;30;0;0
50;1;20.03.2012-11:11:27;91;0;0
50;0;02.05.2012-16:01:49;30;0;0
50;1;02.05.2012-16:10:42;30;4;3
50;0;02.05.2012-16:13:43;64;4;3
50;3;02.05.2012-16:22:22;64;4;3
50;0;02.05.2012-18:09:36;64;4;3
50;5;02.05.2012-18:10:29;64;4;3
50;2;04.05.2012-12:41:01;64;4;3
50;4;04.05.2012-23:18:22;5;4;3
51;0;02.12.2011-09:32:47;36;5;1
51;0;02.12.2011-09:33:00;36;5;1
51;5;02.12.2011-09:44:22;36;5;1
51;1;02.12.2011-10:12:28;36;5;0
51;0;02.12.2011-10:34:40;106;5;0
51;1;02.12.2011-11:14:51;106;6;8
51;0;02.12.2011-12:09:07;107;6;8
51;1;02.12.2011-12:10:24;107;5;0
51;0;02.12.2011-12:18:19;106;5;0
51;1;02.12.2011-12:20:01;106;6;8
51;0;06.12.2011-06:15:16;98;6;8
51;3;06.12.2011-06:15:22;98;6;8
51;0;06.12.2011-09:17:22;108;6;8
51;1;06.12.2011-09:21:49;108;5;1
51;0;06.12.2011-11:39:11;36;5;1
51;5;06.12.2011-11:39:15;36;5;1
51;1;06.12.2011-13:32:22;36;6;8
51;1;06.12.2011-13:32:23;36;6;8
51;0;03.05.2012-08:16:24;108;6;8
51;1;03.05.2012-08:17:57;108;5;1
51;0;03.05.2012-09:02:46;109;5;1
51;2;03.05.2012-09:10:10;109;5;1
51;4;03.05.2012-23:21:05;5;5;1
52;0;07.12.2011-12:54:21;110;1;0
52;0;07.12.2011-12:54:33;110;1;0
52;1;07.12.2011-13:03:25;110;6;8
52;0;07.12.2011-13:09:46;70;6;8
52;1;08.05.2012-08:29:54;70;5;0
52;0;08.05.2012-16:08:35;111;5;0
52;5;09.05.2012-09:10:36;111;5;0
52;2;09.05.2012-14:44:20;111;5;0
52;4;09.05.2012-14:44:24;111;5;0
53;0;08.12.2011-07:03:30;27;5;0
53;0;08.12.2011-07:03:59;27;5;0
53;1;08.12.2011-07:30:03;27;6;2
53;0;08.12.2011-08:53:52;19;6;2
53;1;08.12.2011-09:20:37;19;5;0
53;0;08.12.2011-11:07:38;27;5;0
53;1;08.12.2011-11:15:26;27;6;2
53;0;08.12.2011-13:58:32;22;6;2
53;1;08.12.2011-13:58:38;22;6;2
53;0;06.04.2012-09:27:42;21;6;2
53;7;06.04.2012-09:27:46;21;6;2
53;0;04.05.2012-07:55:58;23;6;2
53;2;04.05.2012-07:56:56;23;6;2
53;4;11.05.2012-23:21:19;5;6;2
54;0;12.12.2011-07:21:05;27;5;0
54;0;12.12.2011-07:21:08;27;5;0
54;1;12.12.2011-07:26:15;27;6;2
54;0;14.12.2011-14:30:57;19;6;2
54;1;14.12.2011-14:33:46;19;5;0
54;0;15.12.2011-10:37:48;27;5;0
54;5;15.12.2011-10:48:55;27;5;0
54;0;15.12.2011-12:31:03;27;5;0
54;1;15.12.2011-12:34:37;27;6;2
54;0;19.12.2011-17:22:06;22;6;2
54;1;22.12.2011-11:14:30;22;5;0
54;0;22.12.2011-12:24:36;27;5;0
54;5;22.12.2011-12:44:38;27;5;0
54;0;22.12.2011-13:48:15;27;5;0
54;1;22.12.2011-13:49:25;27;6;2
54;0;02.01.2012-09:13:49;22;6;2
54;1;02.01.2012-09:14:26;22;6;2
54;0;13.03.2012-12:20:49;22;6;2
54;1;13.03.2012-12:20:55;22;6;2
54;0;21.03.2012-08:41:36;21;6;2
54;7;21.03.2012-08:41:41;21;6;2
54;0;04.05.2012-09:50:55;23;6;2
54;2;04.05.2012-09:51:38;23;6;2
54;4;11.05.2012-23:21:19;5;6;2
55;0;14.12.2011-14:05:31;112;5;1
55;0;14.12.2011-14:05:55;112;5;1
55;1;14.12.2011-14:10:14;112;6;8
55;0;19.12.2011-15:59:26;113;6;8
55;1;19.12.2011-15:59:47;113;6;8
55;0;09.05.2012-15:37:32;114;6;8
55;1;09.05.2012-15:54:09;114;5;1
55;0;09.05.2012-15:55:36;112;5;1
55;2;09.05.2012-15:57:18;112;5;1
55;4;09.05.2012-23:20:38;5;5;1
56;1;21.12.2011-16:00:52;115;6;5
56;1;21.12.2011-16:01:30;115;7;0
56;0;22.12.2011-07:36:11;30;7;0
56;5;22.12.2011-07:36:36;30;7;0
56;0;22.12.2011-07:47:04;30;7;0
56;5;27.12.2011-09:20:54;30;7;0
56;0;02.05.2012-07:25:13;30;7;0
56;5;02.05.2012-07:25:18;30;7;0
56;0;03.05.2012-12:41:29;58;7;0
56;2;03.05.2012-12:42:33;58;7;0
56;4;10.05.2012-23:26:02;5;7;0
57;0;22.12.2011-02:19:50;116;5;3
57;0;22.12.2011-02:21:52;116;5;3
57;0;22.12.2011-02:24:24;116;5;3
57;1;22.12.2011-02:24:47;116;6;4
57;0;22.12.2011-08:20:28;40;6;4
57;1;22.12.2011-08:20:42;40;5;3
57;0;22.12.2011-08:35:40;116;5;3
57;1;22.12.2011-08:36:03;116;6;2
57;0;02.01.2012-15:29:59;22;6;2
57;1;02.01.2012-15:31:44;22;5;3
57;0;04.01.2012-01:24:45;116;5;3
57;5;04.01.2012-01:24:55;116;5;3
57;1;04.01.2012-07:59:37;116;6;2
57;0;17.01.2012-10:34:27;22;6;2
57;1;17.01.2012-10:37:07;22;5;3
57;0;17.01.2012-23:36:37;117;5;3
57;5;17.01.2012-23:36:50;117;5;3
57;1;20.01.2012-01:17:12;117;6;2
57;0;27.01.2012-09:30:50;22;6;2
57;1;27.01.2012-09:31:24;22;6;2
57;0;30.01.2012-07:29:58;118;6;2
57;3;30.01.2012-07:31:34;118;6;2
57;0;30.01.2012-08:53:31;23;6;2
57;1;30.01.2012-08:53:41;23;6;2
57;0;03.02.2012-00:53:37;117;5;3
57;0;03.02.2012-00:53:44;117;5;3
57;1;03.02.2012-00:54:58;117;6;2
57;0;21.03.2012-09:11:47;21;6;2
57;1;21.03.2012-09:12:04;21;6;2
57;0;21.03.2012-12:40:07;23;6;2
57;1;21.03.2012-12:40:35;23;6;2
57;0;21.03.2012-12:56:34;21;6;2
57;7;21.03.2012-12:56:39;21;6;2
57;3;21.03.2012-13:03:17;21;6;2
57;0;21.03.2012-13:03:22;21;6;2
57;7;21.03.2012-13:03:28;21;6;2
57;3;21.03.2012-13:03:47;21;6;2
57;0;21.03.2012-13:03:55;21;6;2
57;7;21.03.2012-13:04:00;21;6;2
57;0;04.05.2012-10:21:09;23;6;2
57;2;04.05.2012-10:27:48;23;6;2
57;4;11.05.2012-23:21:17;5;6;2
58;0;22.12.2011-09:48:28;36;5;1
58;5;22.12.2011-09:48:51;36;5;1
58;5;22.12.2011-09:48:52;36;5;1
58;1;22.12.2011-09:58:30;36;5;0
58;0;22.12.2011-10:16:51;119;5;0
58;1;22.12.2011-10:18:03;119;6;8
58;0;22.12.2011-10:23:59;107;6;8
58;1;22.12.2011-12:57:42;107;5;0
58;0;22.12.2011-13:09:00;120;5;0
58;1;22.12.2011-13:09:39;120;5;1
58;0;22.12.2011-13:14:35;36;5;1
58;0;22.12.2011-13:29:09;36;5;1
58;1;22.12.2011-13:29:21;36;5;0
58;0;22.12.2011-13:32:55;120;5;0
58;1;22.12.2011-13:33:49;120;5;1
58;0;22.12.2011-13:34:26;104;6;8
58;1;22.12.2011-13:36:23;104;5;1
58;0;22.12.2011-13:50:58;36;5;1
58;1;22.12.2011-13:54:06;36;5;0
58;0;22.12.2011-14:07:21;120;5;0
58;1;22.12.2011-14:12:55;120;6;8
58;0;22.12.2011-15:06:52;107;6;8
58;1;22.12.2011-15:08:03;107;5;0
58;0;22.12.2011-15:11:46;82;5;0
58;1;22.12.2011-15:12:44;82;1;0
58;0;23.12.2011-09:53:31;121;1;0
58;1;23.12.2011-09:56:52;121;5;3
58;0;23.12.2011-09:57:09;121;1;0
58;1;23.12.2011-09:57:43;121;5;0
58;0;23.12.2011-10:52:24;119;5;0
58;1;23.12.2011-10:52:47;119;5;1
58;0;23.12.2011-11:56:12;36;5;1
58;1;23.12.2011-12:42:56;36;5;0
58;0;23.12.2011-12:45:12;82;5;0
58;1;23.12.2011-12:45:43;82;6;8
58;0;27.12.2011-14:47:37;122;6;8
58;1;27.12.2011-14:56:25;122;11;1
58;1;27.12.2011-14:56:26;122;11;1
58;0;27.12.2011-15:36:08;123;11;1
58;1;27.12.2011-15:37:53;123;6;8
58;0;04.01.2012-13:38:59;107;6;8
58;1;04.01.2012-13:41:37;107;5;0
58;0;04.01.2012-13:57:48;120;5;0
58;1;04.01.2012-13:58:22;120;5;1
58;0;05.01.2012-12:36:34;109;5;1
58;7;06.01.2012-17:35:19;109;5;1
58;0;09.01.2012-11:01:22;36;5;1
58;1;09.01.2012-11:08:20;36;5;0
58;0;09.01.2012-11:10:13;82;5;0
58;1;09.01.2012-11:11:46;82;6;8
58;0;09.01.2012-11:43:23;107;6;8
58;6;09.01.2012-11:43:28;107;6;8
58;0;24.01.2012-08:07:45;107;6;8
58;1;24.01.2012-08:09:14;107;5;1
58;0;24.01.2012-08:38:06;124;5;1
58;3;24.01.2012-08:38:12;124;5;1
58;0;24.01.2012-09:08:07;36;5;1
58;0;24.01.2012-09:08:10;36;5;1
58;8;24.01.2012-09:08:14;36;5;1
58;5;24.01.2012-10:00:11;36;5;1
58;5;31.01.2012-09:09:24;5;5;1
58;5;31.01.2012-09:31:23;36;5;1
58;5;07.02.2012-09:31:25;5;5;1
58;5;07.02.2012-12:11:20;36;5;1
58;5;14.02.2012-12:11:23;5;5;1
58;5;14.02.2012-12:40:57;36;5;1
58;5;21.02.2012-12:40:57;5;5;1
58;5;23.02.2012-12:52:33;36;5;1
58;5;01.03.2012-12:52:42;5;5;1
58;5;01.03.2012-15:37:21;36;5;1
58;5;08.03.2012-15:37:22;5;5;1
58;5;08.03.2012-16:23:08;36;5;1
