case;event;time;case Document Type;case GR-Based Inv. Verif.;event org:resource
25;3;05.07.2018-14:13:00;0;1;2
25;10;27.07.2018-13:30:00;0;1;10
25;13;27.07.2018-15:31:00;0;1;10
25;11;27.07.2018-15:31:00;0;1;10
25;12;27.07.2018-15:31:00;0;1;10
25;14;30.07.2018-22:58:00;0;1;0
25;1;31.07.2018-01:16:00;0;1;0
25;1;31.07.2018-01:19:00;0;1;0
25;1;31.07.2018-01:21:00;0;1;0
25;1;31.07.2018-01:23:00;0;1;0
25;2;31.07.2018-11:56:00;0;1;1
25;2;31.07.2018-14:32:00;0;1;12
25;2;31.07.2018-14:35:00;0;1;12
25;2;31.07.2018-17:26:00;0;1;13
25;3;02.08.2018-16:07:00;0;1;2
25;1;30.08.2018-18:08:00;0;1;0
25;1;30.08.2018-18:13:00;0;1;0
25;2;31.08.2018-14:47:00;0;1;1
25;2;31.08.2018-16:22:00;0;1;13
25;3;06.09.2018-14:08:00;0;1;2
25;1;13.09.2018-10:46:00;0;1;0
25;2;25.09.2018-17:28:00;0;1;9
25;3;28.09.2018-10:29:00;0;1;2
25;1;28.09.2018-11:08:00;0;1;0
25;1;28.09.2018-11:12:00;0;1;0
25;1;28.09.2018-11:17:00;0;1;0
25;2;01.10.2018-10:31:00;0;1;12
25;3;04.10.2018-16:50:00;0;1;2
25;10;18.10.2018-14:04:00;0;1;11
25;13;18.10.2018-16:05:00;0;1;11
25;11;18.10.2018-16:05:00;0;1;11
25;12;18.10.2018-16:05:00;0;1;11
25;14;22.10.2018-06:02:00;0;1;0
25;1;22.10.2018-16:25:00;0;1;0
25;1;30.10.2018-15:38:00;0;1;0
25;1;30.10.2018-15:41:00;0;1;0
25;2;31.10.2018-12:05:00;0;1;12
25;2;31.10.2018-12:47:00;0;1;13
25;3;01.11.2018-16:27:00;0;1;2
25;2;13.11.2018-10:08:00;0;1;1
25;3;15.11.2018-15:35:00;0;1;2
25;1;21.11.2018-12:34:00;0;1;0
25;1;21.11.2018-12:38:00;0;1;0
25;2;21.11.2018-16:22:00;0;1;12
25;2;21.11.2018-17:36:00;0;1;13
25;3;29.11.2018-16:16:00;0;1;2
25;1;12.12.2018-12:01:00;0;1;0
25;1;12.12.2018-12:04:00;0;1;0
25;2;12.12.2018-16:51:00;0;1;12
25;2;12.12.2018-17:15:00;0;1;13
25;4;17.01.2019-11:59:00;0;1;5
25;5;17.01.2019-11:59:00;0;1;5
26;0;12.01.2018-13:58:00;0;1;0
26;1;08.02.2018-08:06:00;0;1;0
26;2;12.02.2018-17:01:00;0;1;1
26;3;08.03.2018-13:22:00;0;1;4
26;5;17.01.2019-11:59:00;0;1;5
27;0;15.01.2018-09:47:00;0;1;0
27;1;16.04.2018-15:42:00;0;1;0
27;1;16.04.2018-15:45:00;0;1;0
27;2;18.04.2018-09:20:00;0;1;1
27;3;26.04.2018-11:15:00;0;1;2
27;2;04.05.2018-17:18:00;0;1;1
27;3;24.05.2018-13:36:00;0;1;2
27;1;02.07.2018-16:43:00;0;1;0
27;2;03.07.2018-15:10:00;0;1;12
27;3;05.07.2018-14:13:00;0;1;2
27;1;24.07.2018-09:36:00;0;1;0
27;1;24.07.2018-09:39:00;0;1;0
27;1;24.07.2018-12:29:00;0;1;0
27;2;25.07.2018-15:10:00;0;1;12
27;3;26.07.2018-18:09:00;0;1;2
27;2;31.07.2018-11:40:00;0;1;1
27;3;02.08.2018-16:07:00;0;1;2
27;1;08.12.2018-18:32:00;0;1;0
27;2;10.12.2018-10:13:00;0;1;3
27;3;13.12.2018-14:09:00;0;1;2
28;0;15.01.2018-09:46:00;0;1;0
28;1;28.03.2018-13:57:00;0;1;0
28;2;03.04.2018-08:57:00;0;1;6
28;3;05.04.2018-15:49:00;0;1;2
29;0;15.01.2018-11:14:00;0;0;0
29;1;30.01.2018-09:20:00;0;0;0
29;2;06.03.2018-11:34:00;0;0;1
29;3;08.03.2018-13:20:00;0;0;4
30;0;15.01.2018-11:14:00;0;0;0
30;1;30.01.2018-09:20:00;0;0;0
30;2;06.03.2018-11:34:00;0;0;1
30;3;08.03.2018-13:20:00;0;0;4
31;0;15.01.2018-13:52:00;0;1;0
31;1;27.08.2018-13:29:00;0;1;0
31;1;05.09.2018-15:02:00;0;1;0
31;2;07.09.2018-09:06:00;0;1;1
31;2;11.09.2018-13:09:00;0;1;13
31;1;01.10.2018-15:40:00;0;1;0
31;3;04.10.2018-16:50:00;0;1;2
31;2;15.10.2018-13:13:00;0;1;20
31;3;08.11.2018-16:45:00;0;1;2
31;1;16.11.2018-13:33:00;0;1;0
31;2;29.11.2018-09:57:00;0;1;12
31;1;04.12.2018-08:53:00;0;1;0
31;3;07.12.2018-09:08:00;0;1;2
31;2;11.12.2018-04:57:00;0;1;1
31;1;12.12.2018-13:11:00;0;1;0
31;2;28.12.2018-14:20:00;0;1;20
31;3;10.01.2019-15:45:00;0;1;2
32;0;15.01.2018-13:52:00;0;1;0
32;1;07.02.2018-10:03:00;0;1;0
32;1;02.03.2018-13:15:00;0;1;0
32;2;13.03.2018-16:18:00;0;1;13
32;2;19.03.2018-09:37:00;0;1;7
32;3;05.04.2018-15:50:00;0;1;2
32;1;24.04.2018-13:57:00;0;1;0
32;1;15.05.2018-07:20:00;0;1;0
32;2;21.05.2018-14:59:00;0;1;13
32;2;23.05.2018-17:53:00;0;1;1
32;3;07.06.2018-13:12:00;0;1;2
32;1;08.06.2018-08:13:00;0;1;0
32;2;21.06.2018-11:33:00;0;1;1
32;3;05.07.2018-14:12:00;0;1;2
32;1;10.07.2018-13:34:00;0;1;0
32;2;23.07.2018-15:47:00;0;1;13
32;3;09.08.2018-14:30:00;0;1;2
32;7;25.10.2018-11:40:00;0;1;12
32;2;25.10.2018-12:00:00;0;1;12
32;3;25.10.2018-12:03:00;0;1;12
32;7;30.10.2018-11:57:00;0;1;13
32;2;30.10.2018-11:58:00;0;1;13
32;3;30.10.2018-12:19:00;0;1;13
33;0;15.01.2018-13:54:00;0;0;0
33;1;17.01.2018-10:39:00;0;0;0
33;2;12.02.2018-15:38:00;0;0;1
33;3;08.03.2018-13:21:00;0;0;4
34;0;15.01.2018-13:54:00;0;0;0
34;1;17.01.2018-10:39:00;0;0;0
34;2;12.02.2018-15:38:00;0;0;1
34;3;08.03.2018-13:21:00;0;0;4
35;0;15.01.2018-13:54:00;0;0;0
35;1;17.01.2018-10:39:00;0;0;0
35;2;12.02.2018-15:38:00;0;0;1
35;3;08.03.2018-13:21:00;0;0;4
36;0;15.01.2018-15:51:00;0;1;0
36;1;17.01.2018-14:41:00;0;1;0
36;14;08.03.2018-15:38:00;0;1;0
36;1;26.07.2018-15:37:00;0;1;0
36;2;26.07.2018-15:57:00;0;1;15
36;3;02.08.2018-16:06:00;0;1;2
37;0;15.01.2018-15:51:00;0;0;0
37;1;22.01.2018-13:20:00;0;0;0
37;2;23.01.2018-13:36:00;0;0;7
37;3;29.03.2018-15:06:00;0;0;2
38;0;15.01.2018-16:53:00;0;0;0
38;1;19.01.2018-10:04:00;0;0;0
38;2;12.02.2018-15:37:00;0;0;1
38;3;08.03.2018-13:21:00;0;0;4
39;0;15.01.2018-21:18:00;0;1;0
39;1;30.04.2018-15:21:00;0;1;0
39;2;21.05.2018-17:05:00;0;1;12
39;3;07.06.2018-13:12:00;0;1;2
40;0;16.01.2018-11:23:00;0;1;0
40;1;01.02.2018-14:26:00;0;1;0
40;3;22.02.2018-16:18:00;0;1;2
40;1;14.03.2018-09:20:00;0;1;0
40;3;29.03.2018-15:10:00;0;1;2
40;1;13.04.2018-10:35:00;0;1;0
40;2;13.04.2018-11:19:00;0;1;9
40;3;26.04.2018-11:15:00;0;1;2
40;1;02.05.2018-08:25:00;0;1;0
40;2;14.05.2018-15:23:00;0;1;13
40;3;24.05.2018-13:36:00;0;1;2
40;1;07.06.2018-16:02:00;0;1;0
40;2;08.06.2018-06:50:00;0;1;9
40;3;28.06.2018-14:05:00;0;1;2
40;10;02.07.2018-12:33:00;0;1;22
40;13;02.07.2018-14:36:00;0;1;22
40;12;02.07.2018-14:36:00;0;1;22
40;11;02.07.2018-14:36:00;0;1;22
40;14;02.07.2018-15:56:00;0;1;0
40;1;24.07.2018-12:19:00;0;1;0
40;2;25.07.2018-11:05:00;0;1;1
40;3;26.07.2018-18:09:00;0;1;2
40;1;06.09.2018-15:56:00;0;1;0
40;2;10.09.2018-09:21:00;0;1;9
40;3;28.09.2018-10:29:00;0;1;2
40;1;01.11.2018-17:36:00;0;1;0
40;2;05.11.2018-11:33:00;0;1;7
40;3;08.11.2018-16:45:00;0;1;2
40;1;18.11.2018-10:25:00;0;1;0
40;1;18.11.2018-10:42:00;0;1;0
40;2;21.11.2018-16:17:00;0;1;1
40;3;29.11.2018-16:16:00;0;1;2
41;0;16.01.2018-14:10:00;0;1;0
41;1;22.01.2018-08:26:00;0;1;0
41;2;22.01.2018-12:49:00;0;1;9
41;3;08.03.2018-13:22:00;0;1;4
41;5;17.01.2019-11:59:00;0;1;5
41;4;17.01.2019-11:59:00;0;1;5
42;0;16.01.2018-14:33:00;0;1;0
42;1;06.02.2018-08:53:00;0;1;0
42;2;10.09.2018-17:41:00;0;1;12
42;3;13.09.2018-16:42:00;0;1;2
42;5;17.01.2019-11:59:00;0;1;5
42;4;17.01.2019-11:59:00;0;1;5
43;0;16.01.2018-15:39:00;0;0;0
43;1;22.01.2018-12:44:00;0;0;0
43;3;29.03.2018-15:06:00;0;0;2
44;0;16.01.2018-15:39:00;0;0;0
44;1;22.01.2018-12:44:00;0;0;0
44;3;29.03.2018-15:06:00;0;0;2
45;0;16.01.2018-15:39:00;0;0;0
45;1;22.01.2018-12:44:00;0;0;0
45;3;29.03.2018-15:06:00;0;0;2
46;0;16.01.2018-15:39:00;0;1;0
46;1;22.01.2018-12:45:00;0;1;0
46;2;09.03.2018-17:07:00;0;1;1
46;3;29.03.2018-15:07:00;0;1;2
47;0;16.01.2018-17:40:00;0;1;0
47;1;22.01.2018-12:46:00;0;1;0
47;2;23.01.2018-16:37:00;0;1;1
47;3;08.03.2018-13:20:00;0;1;4
48;0;16.01.2018-17:40:00;0;1;0
48;1;22.01.2018-12:46:00;0;1;0
48;2;23.01.2018-16:37:00;0;1;1
48;3;08.03.2018-13:20:00;0;1;4
49;0;16.01.2018-17:41:00;0;1;0
49;1;27.03.2018-15:08:00;0;1;0
49;2;03.04.2018-06:06:00;0;1;6
49;3;05.04.2018-15:49:00;0;1;2
49;1;10.07.2018-13:17:00;0;1;0
49;1;10.07.2018-13:25:00;0;1;0
49;2;25.07.2018-09:18:00;0;1;1
49;2;21.08.2018-12:56:00;0;1;12
49;3;23.08.2018-13:39:00;0;1;2
49;3;23.08.2018-13:39:00;0;1;2
49;10;21.12.2018-06:47:00;0;1;21
49;13;21.12.2018-07:50:00;0;1;21
49;11;21.12.2018-07:50:00;0;1;21
49;12;21.12.2018-07:50:00;0;1;21
49;1;09.01.2019-15:08:00;0;1;0
50;0;16.01.2018-17:41:00;0;1;0
50;1;23.01.2018-12:53:00;0;1;0
50;2;01.02.2018-16:09:00;0;1;1
50;3;08.02.2018-14:44:00;0;1;2
51;0;16.01.2018-17:41:00;0;1;0
51;1;23.01.2018-12:54:00;0;1;0
51;2;25.01.2018-17:38:00;0;1;8
51;3;08.02.2018-14:44:00;0;1;2
52;0;17.01.2018-08:12:00;0;1;0
53;0;17.01.2018-08:13:00;0;0;0
53;1;19.01.2018-08:56:00;0;0;0
53;2;08.02.2018-10:49:00;0;0;8
53;3;29.03.2018-15:06:00;0;0;2
54;0;17.01.2018-10:35:00;0;0;0
54;1;19.01.2018-12:18:00;0;0;0
54;2;15.02.2018-14:09:00;0;0;1
54;3;08.03.2018-13:21:00;0;0;4
55;0;17.01.2018-10:35:00;0;0;0
55;1;19.01.2018-12:18:00;0;0;0
55;2;15.02.2018-14:09:00;0;0;1
55;3;08.03.2018-13:21:00;0;0;4
56;0;17.01.2018-11:54:00;0;1;0
56;1;24.01.2018-11:39:00;0;1;0
56;2;07.02.2018-14:46:00;0;1;1
56;3;08.02.2018-14:44:00;0;1;2
57;0;17.01.2018-15:55:00;0;1;0
57;1;09.02.2018-10:58:00;0;1;0
57;1;14.02.2018-14:48:00;0;1;0
57;1;14.02.2018-14:56:00;0;1;0
57;2;19.02.2018-10:44:00;0;1;12
57;2;19.02.2018-16:12:00;0;1;6
57;9;19.02.2018-16:13:00;0;1;6
57;2;21.02.2018-17:19:00;0;1;1
57;3;22.02.2018-16:18:00;0;1;2
57;7;27.02.2018-14:34:00;0;1;9
57;3;27.02.2018-14:35:00;0;1;9
57;2;27.02.2018-14:40:00;0;1;9
57;1;05.03.2018-15:29:00;0;1;0
57;1;06.03.2018-09:50:00;0;1;0
57;2;07.03.2018-12:40:00;0;1;7
57;1;07.03.2018-13:33:00;0;1;0
57;3;08.03.2018-13:22:00;0;1;4
57;2;09.03.2018-16:31:00;0;1;1
57;2;13.03.2018-16:26:00;0;1;1
57;1;14.03.2018-09:22:00;0;1;0
57;2;15.03.2018-10:42:00;0;1;3
57;3;15.03.2018-14:13:00;0;1;4
57;9;17.03.2018-07:59:00;0;1;6
57;3;22.03.2018-13:32:00;0;1;4
57;3;29.03.2018-15:10:00;0;1;2
57;1;04.04.2018-15:58:00;0;1;0
57;1;09.04.2018-13:37:00;0;1;0
57;1;09.04.2018-13:40:00;0;1;0
57;2;12.04.2018-10:55:00;0;1;13
57;2;16.04.2018-11:28:00;0;1;1
57;2;16.04.2018-11:58:00;0;1;9
57;9;23.04.2018-13:19:00;0;1;23
57;3;26.04.2018-11:15:00;0;1;2
57;3;26.04.2018-11:15:00;0;1;2
57;1;01.05.2018-10:32:00;0;1;0
57;1;03.05.2018-10:16:00;0;1;0
57;1;03.05.2018-10:18:00;0;1;0
57;1;08.05.2018-09:11:00;0;1;0
57;1;08.05.2018-09:12:00;0;1;0
57;1;08.05.2018-09:20:00;0;1;0
57;2;08.05.2018-12:52:00;0;1;12
57;1;09.05.2018-08:54:00;0;1;0
57;2;09.05.2018-12:00:00;0;1;12
57;2;09.05.2018-12:02:00;0;1;12
57;2;09.05.2018-12:09:00;0;1;12
57;2;16.05.2018-12:02:00;0;1;7
57;3;24.05.2018-13:36:00;0;1;2
57;1;24.05.2018-13:56:00;0;1;0
57;1;28.05.2018-11:46:00;0;1;0
57;1;28.05.2018-11:48:00;0;1;0
57;1;28.05.2018-11:50:00;0;1;0
57;2;28.05.2018-13:33:00;0;1;13
57;2;28.05.2018-13:35:00;0;1;13
57;7;28.05.2018-16:53:00;0;1;3
57;3;28.05.2018-16:54:00;0;1;3
57;2;28.05.2018-16:56:00;0;1;3
57;3;28.05.2018-16:59:00;0;1;3
57;7;28.05.2018-16:59:00;0;1;3
57;2;28.05.2018-17:02:00;0;1;3
57;3;28.05.2018-17:05:00;0;1;3
57;7;28.05.2018-17:05:00;0;1;3
57;2;28.05.2018-17:08:00;0;1;3
57;3;28.05.2018-17:12:00;0;1;3
57;7;28.05.2018-17:12:00;0;1;3
57;2;28.05.2018-17:14:00;0;1;3
57;2;28.05.2018-18:09:00;0;1;12
57;2;29.05.2018-10:10:00;0;1;13
57;2;29.05.2018-10:43:00;0;1;12
57;2;29.05.2018-14:32:00;0;1;12
57;3;31.05.2018-12:33:00;0;1;2
57;3;31.05.2018-12:33:00;0;1;2
57;3;31.05.2018-17:11:00;0;1;2
57;1;07.06.2018-13:34:00;0;1;0
57;1;07.06.2018-13:41:00;0;1;0
57;1;12.06.2018-16:29:00;0;1;0
57;2;13.06.2018-14:58:00;0;1;13
57;3;14.06.2018-15:01:00;0;1;2
57;1;14.06.2018-17:03:00;0;1;0
57;2;15.06.2018-14:46:00;0;1;13
57;2;18.06.2018-06:39:00;0;1;1
57;2;18.06.2018-16:30:00;0;1;12
57;1;19.06.2018-16:28:00;0;1;0
57;2;22.06.2018-11:09:00;0;1;12
57;3;28.06.2018-14:04:00;0;1;2
57;3;28.06.2018-14:04:00;0;1;2
57;9;02.07.2018-11:08:00;0;1;23
57;1;05.07.2018-10:07:00;0;1;0
57;1;05.07.2018-10:16:00;0;1;0
57;1;05.07.2018-10:19:00;0;1;0
57;3;05.07.2018-14:11:00;0;1;2
57;3;05.07.2018-14:12:00;0;1;2
57;2;06.07.2018-16:39:00;0;1;1
57;1;11.07.2018-12:38:00;0;1;0
57;2;12.07.2018-14:59:00;0;1;13
57;2;13.07.2018-13:20:00;0;1;13
57;2;16.07.2018-14:37:00;0;1;13
57;1;17.07.2018-13:30:00;0;1;0
57;3;26.07.2018-18:07:00;0;1;2
57;9;30.07.2018-09:18:00;0;1;23
57;3;02.08.2018-16:07:00;0;1;2
57;1;06.08.2018-17:03:00;0;1;0
57;2;10.08.2018-11:16:00;0;1;12
57;7;17.08.2018-17:35:00;0;1;1
57;2;17.08.2018-17:41:00;0;1;1
57;9;17.08.2018-17:42:00;0;1;15
57;3;17.08.2018-17:43:00;0;1;1
57;9;20.08.2018-09:58:00;0;1;23
57;1;20.08.2018-13:27:00;0;1;0
57;1;20.08.2018-13:33:00;0;1;0
57;2;21.08.2018-11:44:00;0;1;12
57;2;21.08.2018-13:29:00;0;1;12
57;2;21.08.2018-13:32:00;0;1;15
57;3;23.08.2018-13:39:00;0;1;2
57;3;23.08.2018-13:40:00;0;1;2
57;3;30.08.2018-15:38:00;0;1;2
57;1;06.09.2018-09:48:00;0;1;0
57;1;06.09.2018-09:52:00;0;1;0
57;2;06.09.2018-16:59:00;0;1;20
57;1;07.09.2018-10:05:00;0;1;0
57;2;07.09.2018-16:34:00;0;1;1
57;2;12.09.2018-07:07:00;0;1;1
57;1;13.09.2018-15:50:00;0;1;0
57;2;17.09.2018-11:39:00;0;1;12
57;3;20.09.2018-16:13:00;0;1;2
57;9;24.09.2018-10:09:00;0;1;15
57;3;28.09.2018-10:27:00;0;1;2
57;3;28.09.2018-10:28:00;0;1;2
57;1;04.10.2018-09:26:00;0;1;0
57;1;04.10.2018-13:35:00;0;1;0
57;2;05.10.2018-10:33:00;0;1;18
57;1;08.10.2018-09:50:00;0;1;0
57;2;08.10.2018-12:20:00;0;1;1
57;2;08.10.2018-13:49:00;0;1;13
57;9;08.10.2018-15:09:00;0;1;15
57;1;11.10.2018-09:02:00;0;1;0
57;2;12.10.2018-15:25:00;0;1;12
57;3;26.10.2018-11:02:00;0;1;4
57;3;26.10.2018-11:03:00;0;1;4
57;3;01.11.2018-16:26:00;0;1;2
57;1;05.11.2018-09:15:00;0;1;0
57;10;08.11.2018-14:09:00;0;1;14
57;12;08.11.2018-15:09:00;0;1;14
57;13;08.11.2018-15:09:00;0;1;14
57;11;08.11.2018-15:09:00;0;1;14
57;1;12.11.2018-11:26:00;0;1;0
57;2;12.11.2018-15:50:00;0;1;20
57;1;13.11.2018-08:54:00;0;1;0
57;1;13.11.2018-09:30:00;0;1;0
57;2;14.11.2018-14:35:00;0;1;1
57;2;15.11.2018-09:20:00;0;1;18
57;9;19.11.2018-06:03:00;0;1;15
57;3;22.11.2018-14:54:00;0;1;2
57;2;23.11.2018-13:23:00;0;1;1
57;1;29.11.2018-11:58:00;0;1;0
57;3;29.11.2018-16:15:00;0;1;2
57;3;29.11.2018-16:15:00;0;1;2
57;2;03.12.2018-10:41:00;0;1;12
57;1;06.12.2018-10:15:00;0;1;0
57;1;07.12.2018-08:15:00;0;1;0
57;1;07.12.2018-08:19:00;0;1;0
57;3;07.12.2018-09:06:00;0;1;2
57;2;07.12.2018-11:50:00;0;1;12
57;2;10.12.2018-08:12:00;0;1;1
57;2;10.12.2018-08:17:00;0;1;1
57;1;13.12.2018-08:56:00;0;1;0
57;2;18.12.2018-08:47:00;0;1;1
57;9;24.12.2018-08:18:00;0;1;15
57;3;03.01.2019-16:12:00;0;1;4
57;1;04.01.2019-10:58:00;0;1;0
57;1;04.01.2019-11:03:00;0;1;0
57;1;04.01.2019-11:07:00;0;1;0
57;1;04.01.2019-12:24:00;0;1;0
57;2;04.01.2019-15:34:00;0;1;12
57;2;08.01.2019-09:46:00;0;1;13
57;2;09.01.2019-09:28:00;0;1;12
57;2;09.01.2019-09:38:00;0;1;12
57;3;10.01.2019-15:45:00;0;1;2
58;0;17.01.2018-16:36:00;0;1;0
58;1;23.01.2018-14:47:00;0;1;0
58;2;05.02.2018-09:48:00;0;1;24
58;3;15.03.2018-14:13:00;0;1;4
59;0;18.01.2018-14:29:00;0;1;0
59;1;05.03.2018-10:52:00;0;1;0
59;3;09.05.2018-14:10:00;0;1;2
60;0;18.01.2018-15:11:00;0;0;0
60;1;06.02.2018-16:36:00;0;0;0
60;3;05.04.2018-15:49:00;0;0;2
61;0;18.01.2018-15:24:00;0;1;0
61;1;23.01.2018-15:16:00;0;1;0
61;2;07.02.2018-15:20:00;0;1;16
61;3;08.03.2018-13:20:00;0;1;4
62;0;18.01.2018-17:42:00;0;1;0
62;1;19.03.2018-13:58:00;0;1;0
63;0;19.01.2018-10:21:00;0;0;0
63;10;29.01.2018-08:17:00;0;0;22
63;15;29.01.2018-09:18:00;0;0;0
63;16;29.01.2018-09:18:00;0;0;22
63;12;29.01.2018-09:18:00;0;0;22
63;11;29.01.2018-09:18:00;0;0;22
63;13;29.01.2018-09:18:00;0;0;22
63;5;29.01.2018-09:18:00;0;0;22
64;0;19.01.2018-10:21:00;0;0;0
64;2;23.01.2018-14:51:00;0;0;3
64;1;24.01.2018-16:04:00;0;0;0
64;9;24.01.2018-16:44:00;0;0;6
64;3;29.03.2018-15:06:00;0;0;2
65;0;19.01.2018-10:21:00;0;0;0
65;1;23.01.2018-12:58:00;0;0;0
65;2;05.02.2018-09:40:00;0;0;24
65;3;29.03.2018-15:06:00;0;0;2
66;0;19.01.2018-10:21:00;0;0;0
66;2;24.01.2018-10:39:00;0;0;24
66;1;24.01.2018-16:04:00;0;0;0
66;9;24.01.2018-16:44:00;0;0;6
66;3;29.03.2018-15:06:00;0;0;2
67;0;19.01.2018-10:21:00;0;0;0
67;1;23.01.2018-12:58:00;0;0;0
67;2;23.01.2018-14:51:00;0;0;3
67;9;24.01.2018-16:44:00;0;0;6
67;3;29.03.2018-15:06:00;0;0;2
68;0;19.01.2018-12:48:00;0;1;0
68;1;13.02.2018-11:58:00;0;1;0
68;3;22.02.2018-16:18:00;0;1;2
68;1;13.03.2018-14:31:00;0;1;0
68;3;22.03.2018-13:32:00;0;1;4
68;1;04.04.2018-12:35:00;0;1;0
68;3;26.04.2018-11:16:00;0;1;2
68;1;14.05.2018-11:09:00;0;1;0
68;3;24.05.2018-13:36:00;0;1;2
68;1;08.06.2018-16:27:00;0;1;0
68;2;12.06.2018-15:06:00;0;1;13
68;3;28.06.2018-14:06:00;0;1;2
68;5;06.07.2018-14:10:00;0;1;25
68;1;09.07.2018-18:01:00;0;1;0
68;2;10.07.2018-13:13:00;0;1;18
68;3;26.07.2018-18:09:00;0;1;2
68;1;31.07.2018-12:26:00;0;1;0
68;2;10.08.2018-10:00:00;0;1;12
68;3;16.08.2018-15:03:00;0;1;2
68;1;12.09.2018-23:03:00;0;1;0
68;2;13.09.2018-11:33:00;0;1;20
68;3;28.09.2018-10:29:00;0;1;2
68;1;10.10.2018-23:01:00;0;1;0
68;2;12.10.2018-12:55:00;0;1;1
68;3;26.10.2018-11:04:00;0;1;4
68;1;14.11.2018-23:03:00;0;1;0
68;2;15.11.2018-11:48:00;0;1;18
68;3;29.11.2018-16:16:00;0;1;2
68;1;10.12.2018-23:58:00;0;1;0
68;2;11.12.2018-10:47:00;0;1;12
68;1;19.12.2018-17:13:00;0;1;0
68;2;19.12.2018-17:55:00;0;1;13
68;3;10.01.2019-15:46:00;0;1;2
69;0;19.01.2018-12:48:00;0;1;0
69;1;12.02.2018-14:07:00;0;1;0
69;3;22.02.2018-16:18:00;0;1;2
69;1;13.03.2018-13:59:00;0;1;0
69;3;22.03.2018-13:32:00;0;1;4
69;1;04.04.2018-12:18:00;0;1;0
69;3;26.04.2018-11:16:00;0;1;2
69;1;14.05.2018-10:51:00;0;1;0
69;3;24.05.2018-13:36:00;0;1;2
69;1;05.06.2018-00:55:00;0;1;0
69;2;06.06.2018-17:56:00;0;1;1
69;3;28.06.2018-14:06:00;0;1;2
69;5;06.07.2018-14:10:00;0;1;25
69;1;09.07.2018-16:49:00;0;1;0
69;2;10.07.2018-15:17:00;0;1;13
69;3;26.07.2018-18:09:00;0;1;2
69;1;31.07.2018-13:08:00;0;1;0
69;3;16.08.2018-15:03:00;0;1;2
69;1;12.09.2018-17:29:00;0;1;0
69;2;13.09.2018-12:16:00;0;1;18
69;3;28.09.2018-10:29:00;0;1;2
69;1;10.10.2018-23:30:00;0;1;0
69;2;11.10.2018-11:43:00;0;1;12
69;3;26.10.2018-11:04:00;0;1;4
69;1;14.11.2018-23:09:00;0;1;0
69;1;10.12.2018-23:18:00;0;1;0
69;1;19.12.2018-16:41:00;0;1;0
69;2;03.01.2019-06:38:00;0;1;1
70;0;19.01.2018-20:15:00;0;1;0
70;1;13.02.2018-10:59:00;0;1;0
70;3;22.02.2018-16:18:00;0;1;2
70;1;14.03.2018-11:17:00;0;1;0
70;3;22.03.2018-13:32:00;0;1;4
70;1;04.04.2018-13:43:00;0;1;0
70;2;06.04.2018-14:42:00;0;1;12
70;3;26.04.2018-11:16:00;0;1;2
70;1;17.05.2018-09:30:00;0;1;0
70;2;18.05.2018-17:59:00;0;1;1
70;3;07.06.2018-13:13:00;0;1;2
70;1;09.06.2018-02:25:00;0;1;0
70;2;19.06.2018-09:24:00;0;1;3
70;3;28.06.2018-14:06:00;0;1;2
70;5;06.07.2018-14:10:00;0;1;25
70;1;09.07.2018-18:10:00;0;1;0
70;2;10.07.2018-14:36:00;0;1;18
70;3;26.07.2018-18:09:00;0;1;2
70;10;29.08.2018-13:00:00;0;1;11
70;13;29.08.2018-15:00:00;0;1;11
70;11;29.08.2018-15:00:00;0;1;11
70;12;29.08.2018-15:00:00;0;1;11
70;14;20.09.2018-11:21:00;0;1;0
70;1;27.09.2018-14:37:00;0;1;0
70;1;27.09.2018-14:39:00;0;1;0
70;2;28.09.2018-17:25:00;0;1;13
70;2;01.10.2018-13:16:00;0;1;1
70;3;04.10.2018-16:50:00;0;1;2
70;1;10.10.2018-23:18:00;0;1;0
70;2;12.10.2018-12:56:00;0;1;1
70;3;26.10.2018-11:04:00;0;1;4
70;1;07.11.2018-23:49:00;0;1;0
70;2;14.11.2018-15:28:00;0;1;12
70;3;29.11.2018-16:16:00;0;1;2
70;1;12.12.2018-11:09:00;0;1;0
70;2;13.12.2018-06:17:00;0;1;1
70;1;19.12.2018-17:21:00;0;1;0
70;2;19.12.2018-17:52:00;0;1;13
70;3;10.01.2019-15:46:00;0;1;2
71;0;19.01.2018-20:16:00;0;1;0
71;1;13.02.2018-11:03:00;0;1;0
71;3;22.02.2018-16:18:00;0;1;2
71;1;14.03.2018-11:30:00;0;1;0
71;3;22.03.2018-13:32:00;0;1;4
71;1;04.04.2018-13:51:00;0;1;0
71;2;06.04.2018-14:40:00;0;1;12
71;3;26.04.2018-11:16:00;0;1;2
71;1;17.05.2018-09:34:00;0;1;0
71;2;18.05.2018-15:23:00;0;1;13
71;1;07.06.2018-01:30:00;0;1;0
71;2;07.06.2018-12:03:00;0;1;12
71;3;07.06.2018-13:13:00;0;1;2
71;3;28.06.2018-14:06:00;0;1;2
71;5;06.07.2018-14:10:00;0;1;25
71;10;11.07.2018-09:25:00;0;1;17
71;11;11.07.2018-11:25:00;0;1;17
71;13;11.07.2018-11:25:00;0;1;17
71;12;11.07.2018-11:25:00;0;1;17
71;14;12.07.2018-08:41:00;0;1;0
71;1;19.07.2018-11:38:00;0;1;0
71;3;26.07.2018-18:09:00;0;1;2
71;1;24.08.2018-12:35:00;0;1;0
